id,headlines,target
1420,"Bill Gates just won legal approval to buy 2,100 acres of North Dakota farmland worth $13.5M — and people are ‘livid’ about it all across the state",0.0
1421,"Car quality is slipping: These are the brands with the most and least complaints, study finds",0.0
1422,"Don't be duped by doomsayers, JPMorgan says — the S&P 500 will rebound to 4,900. Here are 3 stocks it's using to bet on a bounce",0.0
1423,Russia Targets Europe With a Commodity Weapon: Kazakh Crude,0.0
1424,"Here’s how far house prices are set to fall as rates go up, according to this forecasting firm",0.0
1425,Warren Buffett says inflation 'swindles almost everybody' — here's 10 ways his frugal habits can help you save money,0.0
1426,Down More Than 50%: Analysts Say Buy These 3 Beaten-Down Stocks Before They Rebound,0.0
1427,Seeking at Least 11% Dividend Yield? Analysts Suggest 2 Dividend Stocks to Buy,0.0
1428,Oil from U.S. reserves sent overseas as gasoline prices stay high,0.0
1429,U.S. Oil Plunges Under $96 As Recession Fears Mount; Gas Prices Set To Tumble,0.0
1430,"How high-net-worth individuals are riding out the bear market, according to their financial planners",0.0
1431,I’m the director of forecasting for the National Association of Realtors. Here are 6 things you should know about the housing market now,0.0
1432,"‘I am a 53-year-old single man with very little savings’: I want to take out a 30-year mortgage, but pay it off in 7 years. Is that possible?",0.0
1433,Exxon profit set to soar again; White House wants more oil,0.0
1434,"‘Are they actually doing anything to help my money grow?’ My financial adviser is mostly investing in index funds. Is there work he’s doing to make me money that maybe I don’t see, or should I ditch him?",0.0
1435,Warren Buffett–backed BYD surpasses Tesla in global EV sales a decade after Elon Musk doubted the Chinese company’s technology,0.0
1436,Analysts Admit 10 Stocks Are Worth Way Less Than They Thought,0.0
1437,The Fed’s Minutes Are Hawkish. They Also May Be Out of Date.,0.0
1438,"S&P 500, Nasdaq book 3rd day of gains after Fed minutes point to another big rate increase this month to tackle inflation",0.0
1439,Oil Billionaire: There’s Only One Fix For Inflation,0.0
1440,Gold Price Forecast – Gold Markets Have Collapsed,0.0
1441,‘How quickly the tables have turned’: A drop in mortgage rates has homebuyers so cocky they’re asking sellers for cash,0.0
1442,"Only one thing will send gas prices back below $4 a gallon, analyst says",0.0
1443,Intel starts construction at New Albany semiconductor campus,0.0
1444,Bridgewater’s Flagship Hedge Fund Gains 32% for First Half of Year,0.0
1445,Forget restaurants and retail — teens are seizing the jobs they want as 'desperate' employers try to fill seats,0.0
1446,"Laid-off Tesla workers file emergency plea, allege small severance pay",0.0
1447,"Oil sell-off: 'We believe this move has overshot,' Goldman Sachs says",0.0
1448,Fidelity to open direct indexing to the masses,0.0
1449,Doing a Roth Conversion Like This Can Minimize Your Taxes,0.0
1450,"Home Prices Around the World Will Drop Soon, Economist Says. What to Expect.",0.0
1451,Biden Dropping China Tariffs Could Be Good News for Tech Stocks,0.0
1452,Borrowers are on edge—will Biden cancel student debt or not? Here’s what’s going on.,0.0
1453,Is your adviser encouraging you to do an IRA rollover? Make sure they’re following this new rule,0.0
1454,A $1 Billion Junk Bond Down 38% in Less Than a Year Shows Just How Much the Market Has Changed,0.0
1455,Watch out — this one mistake could cost you thousands when you rollover your 401(k) to an IRA,0.0
1456,Is Pfizer Stock A Buy Or A Sell As Its Covid Vaccine Faces A New Lawsuit?,0.0
1457,Dow Jones Rallies As Fed Minutes Reveal This; EV Stock Explodes On Guidance; Apple Stock Vaults,0.0
1458,"Micron’s Woes Are Trouble for Nvidia and These 5 Other Stocks, Analyst Says",0.0
1459,5 Best Chinese Stocks: 2 China EV Makers In Buy Zones,0.0
1460,Rivian’s EV Pickup Truck Has Outsold the Ford F-150 Lightning. The Stock Is Soaring.,0.0
1461,Why You May Want to Avoid This Guaranteed Retirement Income Product,0.0
1462,Dow Jones Falls; Tesla Gains Despite Delivery Data; This Stock Drops As Warren Buffett Raises Stake,0.0
1463,Warren Buffett Stocks: What's Inside Berkshire Hathaway's Portfolio?,0.0
1464,Analysts sound off on what Kohl's needs to do now that sales talks are over,0.0
1465,Oil Inventories Unexpectedly Jump by 3.8M Barrels Adding to Demand Fears: API,0.0
1466,Anheuser-Busch InBev Stock Has Struggled. Why an Analyst Says It’s Time to Buy.,0.0
1467,"'The elephant in the room for Tesla,' according to WedBush's Dan Ives",0.0
1468,U.S. homeownership rate tumbles to 1980s levels,0.0
1469,Trading Nvidia and Chip Stocks: Here Are the Charts,0.0
1470,GameStop Shares Rise After Board Declares 4-for-1 Stock Split,0.0
1471,"Dow Jones Futures: Fed Minutes Lift Market Rally, Microsoft Makes Key Move; Tesla Rivals Are In Buy Zones",0.0
1472,Silver Price Prediction – Silver Retreats Towards $19.00 As Dollar Rallies,0.0
1473,"Ford F-150 Lightning Sales Jump, but the Stock Slid Anyway",0.0
1474,Euro Sinks to Edge of Dollar Parity as Pros Call It ‘Unbuyable’,0.0
1475,Traders Looking to Get Ahead of Fed Again Now Foresee Rate Cuts,0.0
1476,Amazon and Grubhub Strike Deal to Bring Restaurant Delivery to Prime Members,0.0
1477,Berkshire Hathaway Seems Headed for a 20% Stake in Occidental,0.0
1478,Alphabet vs. Apple: Which FAANG Stock Does Wall Street Like the Most?,0.0
1479,Stocks end choppy session higher after Fed minutes reaffirm pledge on inflation,0.0
1480,Betting Against Tech Is Finally a Winning Trade as Short Sellers Sit on $20 Billion Profit,0.0
1481,‘You just lost 8.6% of your retirement savings.’ A prominent economist and best-selling author on exactly how much inflation could be eating into your savings,0.0
1482,Amazon makes Grubhub deal to give Prime members fee-free food,0.0
1483,Fed Minutes Could Bolster Bets for 75 Basis-Point Hike in July,0.0
1484,"The PC sales boom has finally gone bust, and chip stocks are taking the hit",0.0
1485,Treasury Yields Surge as Fed Minutes Underscore Inflation Fight,0.0
1486,GameStop Announces Four-For-One Stock Split; Shares Rise,0.0
1487,Chinese Chipmakers Surge After US Pushes for More Industry Curbs,0.0
1488,Morgan Stanley Says US Growth Slowdown Worse Than Expected,0.0
1489,Gold prices settle at their lowest level of the year as the dollar index climbs toward a 20-year high,0.0
1490,McDonald's Menu Embraces Something Completely New,0.0
1491,Oil prices: Experts predict how low they could go amid a recession,0.0
1492,Alibaba Earnings Turnaround Hopes Revived After Shares Rise 60%,0.0
1493,Stock Markets Inch Higher as Investors Study Fed Minutes,0.0
1494,Food Inflation Fears Abate as Cooking Oils and Grains Plummet,0.0
1495,Amazon is giving Prime subscribers a free year of Grubhub+ deliveries,0.0
1496,Is This The Most Promising Oil Discovery Hotspot On Earth?,0.0
1497,"LNG, Natural Gas Stocks Mixed As Gas Prices Tumble",0.0
1498,"Shopify Stock Has Tumbled. It’s Still No Bargain, Analyst Warns.",0.0
1499,Is Snowflake Stock A Buy Or Sell Amid Software Sector Volatility?,0.0
1500,Stock Futures Creep Higher After Release of Fed Minutes,0.0
1501,"Stock Picks: Apple, Nvidia Reveal 7 Telltale Traits Of Winning Stocks",0.0
1502,"Is Chevron Stock A Buy Right Now? Here's What Earnings, Charts Show",0.0
1503,Payment Giant Has SWIFT Alternative for 32 Million Indian Expats,0.0
1504,"Exxon’s Q2 Earnings Could Quadruple From Last Year, Analyst Calculates",0.0
1505,"Natural Gas Soars 700%, Becoming Driving Force in the New Cold War",0.0
1506,"As inflation sits at a 40-year high, the personal savings rate in America has fallen to its lowest level since 2008. Here’s the age group feeling most ‘uncomfortable’ about their savings now.",0.0
1507,"If history repeats itself, equities set for brief relief in July",0.0
1508,Sanctions Threaten Russia’s Next Huge Oil Field,0.0
1509,Pfizer Dives As CureVac Tees Up A Patent Suit Aimed At Its BioNTech-Partnered Covid Shot,0.0
1510,Germany Faces Limited Options If Nord Stream Flows Don’t Return,0.0
1511,How Oil Prices Could Hit $65,0.0
1512,"Alphabet stock price target cut, but analyst says company set to ‘emerge stronger’ from turbulent times",0.0
1513,The Euro Is the Latest Problem for U.S. Stocks,0.0
1514,"Meta Is the Best Internet Stock to Buy Going Into a Recession, Says Analyst",0.0
1515,Fed Sees ‘More Restrictive’ Rates Possible If Inflation Persists,0.0
1516,"In a worrisome sign for e-commerce, Kornit Digital slashes forecast and stock plunges 20%",0.0
1517,VMware-Broadcom Deal Moves Ahead as Go-Shop Period Ends,0.0
1518,Syros to acquire New Jersey biotech Tyme Technologies,0.0
1519,Bear Market News And How To Handle A Market Correction,0.0
1520,"Stocks Rise After Traders Parse Data, Fedspeak: Markets Wrap",0.0
1521,"Ford’s U.S. Sales Increase 32% in June, Outpacing Broader Industry",0.0
1522,"XPeng Stock Shows Strong Q2 Delivery Numbers; Is It A Buy Now? Here's What Charts, Analysis Show",0.0
1523,E-mini NASDAQ-100 Index (NQ) Futures Technical Analysis – Volatile Rebound Driven by Lower Treasury Rates,0.0
1524,6 Stock Funds for the Next 6 Months,0.0
1525,"Indexes Gain After Fed Minutes, RingCentral Drops — and What Else Is Happening in the Stock Market Today",0.0
1526,Controversial pension rescue plan finalized,0.0
1527,Is Tesla Stock a Buy or Sell After Q2 Deliveries Report? Check the Chart.,0.0
1528,Zimbabwe to introduce gold coins as local currency tumbles,0.0
1529,5-Star Analyst Lays Out the Bullish Case for Apple Stock,0.0
1530,The S&P 500 just had its worst first-half performance since 1962. Bank of America lays out a multipoint ‘stagflation playbook’ to beat the volatility ahead,0.0
1531,Will Crypto Winter Accelerate Regulatory Action?,0.0
1532,Tesla's Big Problem Keeps Growing,0.0
1533,"UPDATE 1-Israel's eToro, Betsy Cohen-backed SPAC end $8.8 bln merger deal",0.0
1534,MIDEAST STOCKS-Mixed Middle East markets amid rising recession fears,0.0
1535,Martin Gilbert’s AssetCo cancels controversial bonus scheme,0.0
1536,"U.S. natgas dips on slightly cooler weather projections, Freeport shutdown",0.0
1537,JPMorgan's Top Ideas List: Which Stocks Have Joined?,0.0
1538,Federal Reserve officials warn entrenched inflation poses ‘significant risk’,0.0
1539,Crypto asset manager Hilbert Capital names Cevian's Murray as CEO,0.0
1540,"EU lawmakers pass landmark tech rules, but enforcement a worry",0.0
1541,Could Argentina’s Dead Cow Shale Patch Help Solve The Energy Crisis?,0.0
1542,Tycoon Whose Bet Broke the Nickel Market Walks Away a Billionaire,0.0
1543,INSIGHT-How Republican-led states are targeting Wall Street with 'anti-woke' laws,0.0
1544,"Ford enjoyed a pretty good second quarter, unlike its competitors",0.0
1545,5 lessons from the bear market,0.0
1546,CureVac Files COVID-19 Vaccine Patent Infringement Lawsuit Against BioNTech,0.0
1547,Stocks rise after release of Fed meeting minutes,0.0
1548,"Stocks Making the Biggest Moves Tuesday: Tesla Falls, Texas Instruments Dips, CureVac Rises",0.0
1549,Mondelēz 2021 Snacking Made Right Report: Mindful Snacking,0.0
1550,First Mover Americas: BTC Stabilizes as Fresh Regulatory Developments Surface in Europe,0.0
1551,"French MEP asks regulator to justify Binance approval, cites Reuters report",0.0
1552,Royal Caribbean Probably Doesn't Want to be on This List,0.0
1553,Telecom Italia looking at network valuation of at least 25 bln euros-sources,0.0
1554,Heroes Work Here: Appliance Service Technician Reacted Quickly To Help a Customer in Need,0.0
1555,FOREX-Euro slumps to two-decade low as recession fears grow,0.0
1556,Nexo Signs Term Sheet With Vauld for Potential Acquisition,0.0
1557,China Starts to Pull Cash in Pivot From Crisis Policy Easing,0.0
1558,China’s Auto Sales Are Booming. Can the Rebound Last?,0.0
1559,Is Salesforce A Buy Or Sell As Software Growth Stocks Struggle?,0.0
1560,"Ford U.S. sales jump in June to buck industry declines, but stock falls toward 17-month low",0.0
1561,Ring Energy to acquire Permian Basin assets in $465M deal,0.0
1562,Saudi Oil Pricing Signals Strains of Rising Competition in Asia,0.0
1563,Is Tilray Stock A Buy As Competition Prompts Price Cuts?,0.0
1564,Oil Falls Below $100. Prices Could Drop Even Further.,0.0
1565,"Stocks end mixed as tech shares lead rebound: Nasdaq adds 1.7%, S&P 500 ekes out gain",0.0
1566,Toyota falls behind GM again as automakers see sales decline in first of 2022,0.0
1567,Samsung’s 21% Sales Jump Banishes Worst Fears of Inflation Hit,0.0
1568,These Mass. companies have lost at least $10B each in market cap this year,0.0
1569,Short Sellers Pull Back on Their Bets Against the Stock Market,0.0
1570,Picking the Best Mutual Fund: A Guide & Overview,0.0
1571,"U.S. oil prices drop below $100 to end at lowest since April on a strong dollar, fears of a recession",0.0
1572,"China’s Debt to Climb to Record in 2022, Government Adviser Says",0.0
1573,Stock Market Holidays 2022: See When The Stock Market Is Closed This Year,0.0
1574,Indexing Innovation: Defining and Measuring the Digital Asset Market,0.0
1575,Biologists' fears confirmed on the lower Colorado River,0.0
1576,Family of Parade Suspect’s Only Friend: ‘It Blows My Mind’,0.0
1577,YouTuber gets scam ring in India arrested after hacking into their office's CCTV cameras,0.0
1578,Woman captures moment lightning strikes her husband's truck on interstate in Florida,0.0
1579,How hot is too hot for the human body? Our lab found heat + humidity gets dangerous faster than many people realize,0.0
1580,U.S. funeral home owner who sold body parts pleads guilty to fraud,0.0
1581,"Report: Schumer, Manchin Agree on Reconciliation Bill",0.0
1582,Tim Allen's one-off 2000 Cadillac DeVille DTSi is for sale on Cars & Bids,0.0
1583,Couple Slain in Parade Nightmare in Front of Their Toddler,0.0
1584,"Highland Park July 4th shooting suspect's parents were 'a problem,' says former coach",0.0
1585,Airbus cancels deal with Qatar Airways for fourth A350 -sources,0.0
1586,Tearful WWII vet says on his 100th birthday that current state of America is 'not what they died for',0.0
1587,Police searching for 2 suspects involved in attack at Washington County Days Inn,0.0
1588,Woman learns her neighbor pays $600 more in rent than her: ‘Is that legal?’,0.0
1589,Wharton professor Jeremy Siegel says there's 'no question' the US is already in a recession and the Fed could shock markets with a much smaller rate hike this month if data weakens,0.0
1590,Top Russian Official’s Crazed Threat: Alaska Takeover Could Be Next,0.0
1591,How Republican-led states are targeting Wall Street with 'anti-woke' laws,0.0
1592,"Justice Clarence Thomas once opposed Highland Park's assault weapons ban, saying that the 'overwhelming majority' of those with the rifles use them lawfully",0.0
1593,"Hollywood producer David Pearce, accused of murdering two women, may have more victims, prosecutors say",0.0
1594,"Why is monkeypox being linked to gay and bisexual men? Experts explain, and stress it's still never been a 'gay disease.'",0.0
1595,Can you spot the mountain lion stalking the elk?,0.0
1596,The Worst Person You Know Just Made a Great Point: ‘Roe v. Wade’ Edition,0.0
1597,TikTok discusses whether 8-hour sleep schedule is a 'scam' or not: 'We don't even realize it's a scam',0.0
1598,Patterns emerge among mass shooting suspects,0.0
1599,Elon Musk Reportedly Welcomed Twins in November With One of His Execs,0.0
1600,Army Cuts Off More Than 60K Unvaccinated Guard and Reserve Soldiers from Pay and Benefits,0.0
1601,Police Arrest Illegal Immigrants after ‘Hero Citizen’ Tipped Off Authorities to Planned Mass Shooting,0.0
1602,USPS Prices Will Increase on July 10. Find Out How Much More It Will Cost to Send Mail,0.0
1603,Finland seizes hundreds of Russian freight cars as EU sanctions bite,0.0
1604,Look at My Face and Tell Me We Don’t Need Gun Control,0.0
1605,"Netflix 'Cheer' star Jerry Harris sentenced for sex crimes, survivors share their story",0.0
1606,Cowboys receive backlash after launching partnership with controversial pro-gun coffee company,0.0
1607,‘I’m going to try  to stop him’: Driver who rams suspect speaks out,0.0
1608,Disney resort alleged rape: Florida man seen on security camera forcing himself on woman by hotel bar: police,0.0
1609,"Sure, Tesla, a solar trailer",0.0
1610,"Here’s What Happens If You Eat Mold, According to Food Safety Experts",0.0
1611,Exclusive-Pope to give women a say in appointment of bishops,0.0
1612,Putin Pal Drops Menacing Hint: a ‘Cleansing’ Is Coming for Europe,0.0
1613,Say Goodbye To Macy Gray — She Outed Herself As A TERF,0.0
1614,Russia's Potanin weighs $60 billion metals merger as defence against sanctions,0.0
1615,Portland man accused of punching 5-year-old girl because he thought she was Japanese pleads not guilty,0.0
1616,The omicron subvariant now dominating the U.S. is ‘the worst version of the virus that we’ve seen’,0.0
1617,Russia's speaker asks parliament to look at scrapping Norway sea treaty,0.0
1618,GOP Rep. Debbie Lesko Is Mad She Accidentally Said She Would Shoot Her Own Grandchildren,0.0
1619,"From greens to alcohol: 9 best and worst foods for gut health, according to an expert ",0.0
1620,Highland Park parade-goer mistook gunshots for fireworks until a 13-year-old who had done active shooter drills realized what was happening and hit the ground 'sobbing',0.0
1621,Victims of Shoreline trench collapse identified,0.0
1622,"Exclusive-Suspect confesses to killing Malta journalist, says hit was ""just business""",0.0
1623,Tucker Finds a Way to Blame Women for Young Male Mass Shootings,0.0
1624,"Police in Richmond, Va., say a tip ‘saved numerous lives’ from a mass shooting planned for July 4",0.0
1625,Suspected North Korea dam water release prompts South Koreans to evacuate,0.0
1626,UASOF Intelligence helped artillery to eliminate Russian Uragan rocket launchers,0.0
1627,"Asian man spat on, kicked repeatedly and told 'Go back to China' at McDonald’s drive-thru in Maryland",0.0
1628,Tesla Model Y Review: Electric SUV pioneer finally has company,0.0
1629,Mitch McConnell says the labor shortage will be solved when people run out of stimulus money because Americans are 'flush for the moment',0.0
1630,"Nude beach: Nudists aim to break skinny dip record at Blind Creek Beach, St. Lucie County",0.0
1631,Great Salt Lake hits new historic low for 2nd time in a year,0.0
1632,Putin’s Big Turning Point in the War Could Finally Be Here,0.0
1633,SCOTUS Justices ‘Prayed With’ Her — Then Cited Her Bosses to End Roe,0.0
1634,Tokyo school swaps fresh fruit for jelly as food prices soar,0.0
1635,"Paramount+, Starz, Showtime & More Are on Sale For Just 99 Cents on Amazon—Get the Deal Before It Ends",0.0
1636,"Regardless of what Biden does, Brittney Griner will likely be imprisoned for a few more months in Russia, a US official tells Politico",0.0
1637,Aerial video shows crowds fleeing Philadelphia shooting,0.0
1638,U.S. oil just tumbled below $100 a barrel — What that says about recession fears and tight crude supplies,0.0
1639,Apparent long-distance shot across Summit Lake hits woman in head inside her home,0.0
1640,Father: Blown tire caused fatal blast at Michigan air show,0.0
1641,Petition calling for Clarence Thomas removal from Supreme Court gets 1M signatures,0.0
1642,Judge Jeanine Flips at Gutfeld’s ‘Replacement Theory’ on Fox,0.0
1643,'Something different': California GOP's bid for governor,0.0
1644,Gavin Newsom takes vacation to Montana — one of 22 states that California bans state-funded travel to over anti-LGBTQ policies,0.0
1645,New perks for Amazon Prime members: Grubhub+ for a year and more membership deals,0.0
1646,NASA: Contact lost with spacecraft on way to test moon orbit,0.0
1647,"Nate Silver: Pelosi Fundraising Email ‘Straight-up Misinformation,’ Democrats Not Favored in Key Senate Races",0.0
1648,"During Trump's presidency, 2 of his nemeses faced invasive IRS audits that impacted about 1 out of 30,600 in 2017 and 1 out of 19,250 in 2019",0.0
1649,Congo administrator orders China's CMOC to stop exports from Tenke cobalt mine,0.0
1650,A French bulldog was dognapped in the Keys. Then came a showdown at Dadeland Mall,0.0
1651,Parade Suspect Told Family He’d ‘Kill Everyone’ Years Before Massacre,0.0
1652,Italy's No. 2 most-wanted mobster is extradited from Brazil,0.0
1653,White Supremacists Marched Through Downtown Boston Last Weekend,0.0
1654,Adam Kinzinger and his family are getting so many death threats over his Trump criticism that his office put together a 3-minute audio clip,0.0
1655,Police say July 4 parade shooting suspect dressed in women’s clothing to hide identity during massacre,0.0
1656,Alabama judge who used mock Asian accent in courtroom suspended and charged,0.0
1657,Rep. Lauren Boebert's Terrible Take On Denmark Shooting Slammed As 'Deadly' Stupid,0.0
1658,"In Less Than a Decade, You Won’t Be Able To Afford a Home in These Cities",0.0
1659,Japan has almost completely eliminated gun deaths — here's how,0.0
1660,"Sinking rouble extends sharp losses, slumps to lowest since late May",0.0
1661,She Went Out for Pancakes—and Rescued Blood-Smeared Toddler at Highland Park Parade,0.0
1662,'Girl In The Picture's Franklin Floyd Eventually Married The Girl He Kidnapped,0.0
1663,Russian separatists seize two foreign ships in Mariupol - letters,0.0
1664,"An extremely early Trump 2024 announcement would be a 'train wreck' for the GOP that also won't deter the prosecutors on his heels, experts say",0.0
1665,Highland Park victims Kevin and Irina McCarthy leave behind toddler who must 'navigate life as an orphan',0.0
1666,Russian parliament passes first vote on war economy measures,0.0
1667,Skin Cancer Symptoms: Spot On Face Was Basal Cell Carcinoma,0.0
1668,The airline that keeps cancelling flights minutes before take-off,0.0
1669,South African president decries deaths of 21 teens in tavern,0.0
1670,Russians suffering huge losses as Ukrainian army holds them back in Donbas — Luhansk governor,0.0
1671,Judge Holds Real-Estate Giant Cushman & Wakefield in Contempt Over Donald Trump Case,0.0
1672,Young Indian job seekers fume over shortened military contracts,0.0
1673,A man who overdosed on vitamin D was hospitalized after he kept vomiting and lost 28lbs in 3 months,0.0
1674,"Iran TV says several foreigners, a UK diplomat, detained for alleged spying",0.0
1675,Details Emerge On How Kaitlin Armstrong Was Finally Caught,0.0
1676,Zelenskyy orders the cancellation of permits allowing movement for conscripts,0.0
1677,Kremlin slams Japan's 'unfriendly' stance amid G7 oil price cap talk,0.0
1678,Suspected parade gunman traveled to Wisconsin after shooting and Milwaukee's chances of hosting RNC may have improved,0.0
1679,Video captures gunshots and chaos at Illinois Fourth of July parade,0.0
1680,Judge throws out Trump-era rollbacks on endangered species,0.0
1681,"Illinois Gov. Pritzker says the Founding Fathers wouldn't have approved of today's gun laws since they 'carried muskets, not assault weapons'",0.0
1682,"Letters to the Editor: We're sucking California dry. Stop, or our kids will inherit a hellscape",0.0
1683,Taiwan touts new air force advanced training jet's abilities,0.0
1684,‘Huge snake coming across the street.’ Police capture exotic snake in Lexington neighborhood.,0.0
1685,"Russians target Ukrainian forces with attack helicopters, lose artillery in retaliatory air strikes",0.0
1686,Chauvin faces future in federal prison for Floyd's death,0.0
1687,One family's wrenching decision to sell a girl into marriage for food,0.0
1688,CDC: Deadly listeria outbreak that caused 1 death and 1 pregnancy loss may be linked to tubs of ice cream,0.0
1689,South Korea's Yoon warns of stern retaliation in case of North Korea's provocation,0.0
1690,Did Tesla Lose the EV Crown? Here’s What to Know.,0.0
1691,Police: Apopka police officer charged with DUI was almost 5 times over legal limit,0.0
1692,Ominous green sky amid severe weather in South Dakota,0.0
1693,Famed Silicon Valley investor Marc Andreessen says the rise of remote work will create an 'earthquake' in how and where people live,0.0
1694,What luxuries await Elon Musk in his new $80 million Gulfstream private jet,0.0
1695,Russian Duma speaker: Ukraine pushing Moscow to expand its military goals - RIA,0.0
1696,"Donald Trump wants to sue former FBI officials Lisa Page and Peter Strzok, but can't find them after a half-dozen tries since March",0.0
1697,Crude Oil Price Forecast – Crude Oil Markets Get Slammed on Tuesday,0.0
1698,"Some Chevy Bolt buyers getting rebates up to $6,000",0.0
1699,Eight Kansas City area restaurants temporarily shut down for health code violations,0.0
1700,EU plans investment in world's tallest dam to dent Russia's energy clout,0.0
1701,Michael Moore Writes Own July 4th Declaration: Can’t Get ‘Full Citizenship’ Privileges After Roe Overturned,0.0
1702,Opinion | Bombshell Jan. 6 Testimony Could Hurt a Justice Department Prosecution,0.0
1703,"Russians moving into Ukraine's Donetsk, says regional governor",0.0
1704,Philadelphia Mayor Jim Kenney says he'll be 'happy' to leave office after July 4 shooting: 'I'm waiting for something bad to happen all the time',0.0
1705,"People Are Talking About Films That Are Guaranteed To Elevate Your Brain To A New Level Of Consciousness, And I Wholeheartedly Agree",0.0
1706,Afternoon storm causes flash flooding,0.0
1707,"16-year-old jumps into river to save 3 girls, cop as car sinks, Mississippi police say",0.0
1708,Doctor says Fourth of July shooting victims were ‘blown up’ from gunfire,0.0
1709,Uvalde mayor accuses Texas DPS of a cover up in response to school shooting,0.0
1710,Copper Crash Deepens as Recession Fears Loom Over Metals Trading,0.0
1711,Jimmy Carter's former treasury secretary urges Biden to axe his economic agenda and focus on cutting the national debt to fight inflation,0.0
1712,"Biden to Ohio, spotlighting rescued pensions for millions",0.0
1713,"8-year-old girl dies after accident during Fourth of July parade, Utah police say",0.0
1714,"Ukraine targets Russian ammo dumps with new weapons, says military expert",0.0
1715,Indian rupee hits record low on current account deficit concerns,0.0
1716,‘Vengeful’ Texas Man Who Killed Neighbor Over Divorce Feud Sentenced To 45 Years,0.0
1717,"Besides Weight Loss, The 5:2 Diet May Even Help With Your Blood Sugar And Cholesterol",0.0
1718,Mexican navy sets net hooks in bid to help vaquita porpoise,0.0
1719,"Wagner Group Is Sending Russian Inmates to Fight in Ukraine, Report Says",0.0
1720,4 bears killed in Alaska campground reserved for homeless,0.0
1721,"Dads Against Predators members ‘lured’ man to Target before attacking him, NC cops say",0.0
1722,Republican leaders back Shapiro over Mastriano in race for governor,0.0
1723,"Iran adds demands in nuclear talks, enrichment 'alarming'- U.S. envoy",0.0
1724,What next for Putin in Ukraine fight?,0.0
1725,"I'm a Black girl with an ostomy bag. I never saw myself represented, so I decided to share my story.",0.0
1726,"Russia pounds rebel-claimed region, Ukraine pushes back",0.0
1727,"'She is a trooper': Doctors forced to amputate Florida girl's leg after shark attack, hospital says",0.0
1728,Israel says Iran military build up in Red Sea is threat to stability,0.0
1729,Woman attacked by coyote in parking lot of restaurant on North Shore,0.0
1730,Putin’s Lies Have Kremlin TV Flailing and Fighting On-Air,0.0
1731,U.S. F-35 fighters arrive in South Korea as joint military drills ramp up,0.0
1732,"Jennifer Weisselberg is set to testify in a trial against the Trump Organization and CFO Allen Weisselberg, her lawyer says",0.0
